date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:53:25	123732/123732	---M--	200	added ('OK')	image/jpeg	etag:%225d7686c7-1e354%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0006_alexandru-acea-wEtSbhHh6i4-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0006_alexandru-acea-wEtSbhHh6i4-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:26	92694/92694	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:25%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/jumping/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/jumping/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:26	96124/96124	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:25%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/lake/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/lake/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:26	92809/92809	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:25%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/lifestyle/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/lifestyle/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:26	92596/92596	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:27%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/master/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/master/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:28	107244/107244	---M--	200	added ('OK')	image/jpeg	etag:%225d7686c1-1a2ec%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0003_alexandru-acea-yZaFMh3-kA-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0003_alexandru-acea-yZaFMh3-kA-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:28	92667/92667	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:29%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/mountains/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/mountains/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:28	92664/92664	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:29%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/mock-up/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/mock-up/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:29	92715/92715	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:29%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/motivation/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/motivation/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:30	126162/126162	---M--	200	added ('OK')	image/jpeg	etag:%225d7686e0-1ecd2%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0021_alexandru-acea-_IY2lPdy-BI-unsplash-1024x777.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0021_alexandru-acea-_IY2lPdy-BI-unsplash-1024x777.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:30	95928/95928	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:31%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/movie/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/movie/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:31	92732/92732	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:31%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/office/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/office/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:31	92671/92671	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:31%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/notebook/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/notebook/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:32	124260/124260	---M--	200	added ('OK')	image/jpeg	etag:%225d7686c5-1e564%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0006_alexandru-acea-wEtSbhHh6i4-unsplash-1024x777.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0006_alexandru-acea-wEtSbhHh6i4-unsplash-1024x777.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:33	92811/92811	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:33%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/stormtrooper/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/stormtrooper/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:33	92768/92768	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:33%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/swimming/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/swimming/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:33	92468/92468	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:33%20GMT	https://jevelin.shufflehound.com/personal-blog/tag/trooper/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/tag/trooper/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:34	87740/87740	---M--	200	added ('OK')	image/jpeg	etag:%225d7686e2-156bc%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0022_alexandru-acea-XHqTv6E5YDU-unsplash-1024x777.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0022_alexandru-acea-XHqTv6E5YDU-unsplash-1024x777.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:35	97720/97720	---M--	200	added ('OK')	image/jpeg	etag:%225d7686bc-17db8%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0001_alexandru-acea-bbokzTQjB9o-unsplash-1024x777.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0001_alexandru-acea-bbokzTQjB9o-unsplash-1024x777.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:35	102200/102200	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:35%20GMT	https://jevelin.shufflehound.com/personal-blog/2016/11/23/main-headquarters-if-finally-ready/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/2016/11/23/main-headquarters-if-finally-ready/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:35	101780/101780	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:35%20GMT	https://jevelin.shufflehound.com/personal-blog/2016/11/23/first-steps-in-the-right-direction/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/2016/11/23/first-steps-in-the-right-direction/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:35	101216/101216	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:36%20GMT	https://jevelin.shufflehound.com/personal-blog/2016/11/23/couple-of-cool-mock-up-ideas/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/2016/11/23/couple-of-cool-mock-up-ideas/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:37	155525/155525	---M--	200	added ('OK')	image/jpeg	etag:%225d7686d0-25f85%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0012_alexandru-acea-idLguOknH1E-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0012_alexandru-acea-idLguOknH1E-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:38	71492/71492	---M--	200	added ('OK')	image/jpeg	etag:%225d7686dc-11744%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0018_alexandru-acea-9wkkP6DLg1Y-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0018_alexandru-acea-9wkkP6DLg1Y-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:39	78043/78043	---M--	200	added ('OK')	image/jpeg	etag:%225d7686b6-130db%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2016/11/6-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2016/11/6-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:40	57026/57026	---M--	200	added ('OK')	image/jpeg	etag:%225d7686b5-dec2%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2016/11/6-1024x600.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2016/11/6-1024x600.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:41	101174/101174	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:41%20GMT	https://jevelin.shufflehound.com/personal-blog/2016/11/23/the-proper-way-to-dress-up-for-the-business-meeting/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/2016/11/23/the-proper-way-to-dress-up-for-the-business-meeting/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:41	85459/85459	---M--	200	added ('OK')	image/jpeg	etag:%225d7686bb-14dd3%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0010_alexandru-acea-oumcLEqVwNc-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0010_alexandru-acea-oumcLEqVwNc-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:42	123331/123331	---M--	200	added ('OK')	image/jpeg	etag:%225d7686e1-1e1c3%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0021_alexandru-acea-_IY2lPdy-BI-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0021_alexandru-acea-_IY2lPdy-BI-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:42	93463/93463	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:42%20GMT	https://jevelin.shufflehound.com/personal-blog/category/commercial/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/category/commercial/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:43	96737/96737	---M--	200	added ('OK')	image/jpeg	etag:%225d7686c8-179e1%22	https://jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0007_alexandru-acea-Vk044I3w1gI-unsplash-1200x675.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/uploads/sites/28/2019/09/101_0007_alexandru-acea-Vk044I3w1gI-unsplash-1200x675.jpg	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:44	6406/6406	---MCZ	200	added ('OK')	application/javascript	etag:W/%226135d186-1906%22	https://jevelin.shufflehound.com/personal-blog/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:44	100249/100249	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:44%20GMT	https://jevelin.shufflehound.com/personal-blog/2016/11/22/shufflehound-link/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/2016/11/22/shufflehound-link/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:45	16470/16470	---MCZ	200	added ('OK')	application/javascript	etag:W/%226135d186-4056%22	https://jevelin.shufflehound.com/personal-blog/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:53:46%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/plugins/shufflehound-showcase-framework/jevelin_home1.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/shufflehound-showcase-framework/jevelin_home1.36.delayed	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:45	172995/172995	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Jan%202023%2008:53:45%20GMT	https://jevelin.shufflehound.com/personal-blog/page/2/	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/page/2/index.html	(from https://jevelin.shufflehound.com/personal-blog/)
03:53:46	29565/29565	---M--	200	added ('OK')	image/jpeg	etag:%225813760a-737d%22	https://jevelin.shufflehound.com/personal-blog/wp-content/plugins/shufflehound-showcase-framework/jevelin_home1.jpg	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/shufflehound-showcase-framework/jevelin_home1.jpg	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:53:48%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/plugins/woocommerce/assets/fonts/star.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/woocommerce/assets/fonts/star.38.delayed	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:48	1676/1676	---M--	200	added ('OK')	application/octet-stream	etag:%2262167908-68c%22	https://jevelin.shufflehound.com/personal-blog/wp-content/plugins/woocommerce/assets/fonts/star.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:53:50%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.3a3e6e.delayed	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:53:52%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/plugins/js_composer/assets/vc/alert.png	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:55	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225f6c9fed-2876e%22	https://jevelin.shufflehound.com/personal-blog/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:55	302/302	---M--	200	added ('OK')	image/png	etag:%226135d1e7-12e%22	https://jevelin.shufflehound.com/personal-blog/wp-content/plugins/js_composer/assets/vc/alert.png	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:53:57%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/css/fonts/glyphicons-halflings-regular.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/css/fonts/glyphicons-halflings-regular.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:57	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Jan%202023%2008:53:58%20GMT	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/css/fonts/glyphicons-halflings-regular.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/css/fonts/glyphicons-halflings-regular.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:53:59%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/lightcase.eot?55356177	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/lightcaseeead.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:53:59	5840/5840	---M--	200	added ('OK')	application/octet-stream	etag:%2261622a92-16d0%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/lightcase.eot?55356177	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/lightcaseeead.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:01%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Pe-icon-7-stroke.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Pe-icon-7-stroke.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:03	58680/58680	---M--	200	added ('OK')	application/octet-stream	etag:%2261622a92-e538%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Pe-icon-7-stroke.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Pe-icon-7-stroke.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:03%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Simple-Line-Icons.eot?ver=2.4.0	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Simple-Line-Icons8d5a.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:05	54266/54266	---M--	200	added ('OK')	application/octet-stream	etag:%2261622a92-d3fa%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Simple-Line-Icons.eot?ver=2.4.0	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Simple-Line-Icons8d5a.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:05%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/themify.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/themify.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:09	78748/78748	---M--	200	added ('OK')	application/octet-stream	etag:%2261622a92-1339c%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/themify.eot	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/themify.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:07%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.eot?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:09	2528/2528	---M--	200	added ('OK')	application/octet-stream	etag:%2261622a92-9e0%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.eot?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.eot	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:11%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.ttf?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.ttf	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:12	2340/2340	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2261622a92-924%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.ttf?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.ttf	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:13%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.woff?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.woff	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:14	2416/2416	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2261622a92-970%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.woff?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.woff	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:15%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.svg?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.svg	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:16	5365/5365	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261622a92-14f5%22	https://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons.svg?68djhe	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/fonts/Shufflehound-Icons62dd.svg	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
03:54:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Jan%202023%2008:54:17%20GMT	http://jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/img/new.png	/home/hacker-p/websites/javelin-blog/jevelin.shufflehound.com/personal-blog/wp-content/themes/jevelin/img/new.png	(from https://jevelin.shufflehound.com/personal-blog/wp-content/cache/autoptimize/28/css/autoptimize_cdb657e7e6aacbecf002c6f28f30a76d.css)
